Recipient,Total,From Individuals,From Organization,Recipient Type,View
"Kuster, Ann",5000,0,5000,Candidate (D-NH02),Democrat
Blue Hen PAC,5000,0,5000,LeadPAC,Democrat
"Marshall, Roger",5000,0,5000,Candidate (R-KSS1),Republican
Boots PAC,5000,0,5000,LeadPAC,Republican
"Rodgers, Cathy McMorris",5000,0,5000,Candidate (R-WA05),Republican
"Rosen, Jacky",4912,1412,3500,Candidate (D-NVS1),Democrat
"Horsford, Steven",4500,2000,2500,Candidate (D-NV04),Democrat
"Carter, Buddy",4500,0,4500,Candidate (R-GA01),Republican
"Goldman, Craig",4300,4300,0,Candidate (R-TX12),Republican
"Gallego, Ruben",4206,4206,0,Candidate (D-AZ03),Democrat
"Coons, Chris",4000,0,4000,Candidate (D-DES2),Democrat
"Menendez, Robert",4000,0,4000,Candidate (I-NJS1),Independent
"Crenshaw, Dan",4000,0,4000,Candidate (R-TX02),Republican
Treasure State PAC,4000,0,4000,LeadPAC,Democrat
"Bucshon, Larry",4000,0,4000,Candidate (R-IN08),Republican
"Schneider, Brad",4000,0,4000,Candidate (D-IL10),Democrat
"Coleman, Bonnie Watson",3600,100,3500,Candidate (D-NJ12),Democrat
"Barragan, Nanette",3500,0,3500,Candidate (D-CA44),Democrat
"Moore, Blake",3500,0,3500,Candidate (R-UT01),Republican
Building Up Democracy's Dream,3500,0,3500,LeadPAC,Republican
"Hern, Kevin",3500,0,3500,Candidate (R-OK01),Republican
"Feenstra, Randy",3500,0,3500,Candidate (R-IA04),Republican
"Murphy, Greg",3500,0,3500,Candidate (R-NC03),Republican
"Van Duyne, Beth",3322,3322,0,Candidate (R-TX24),Republican
"Kaul, Krystle",3300,3300,0,Candidate (D-VA10),Democrat
"Vartan Iii, Gregory",3300,3300,0,Candidate (D-NJ07),Democrat
"Hill, Terri",3300,3300,0,Candidate (D-MD03),Democrat
"Tlaib, Rashida",3268,3268,0,Candidate (D-MI12),Democrat
"Brown, Sherrod",3213,3213,0,Candidate (D-OHS1),Democrat
Republican National Cmte,3170,3170,0,Political Party,Republican
"Schweikert, David",3000,0,3000,Candidate (R-AZ01),Republican
"Dunn, Neal",3000,0,3000,Candidate (R-FL02),Republican
"Bera, Ami",3000,0,3000,Candidate (D-CA06),Democrat
Big Sky Opportunity PAC,3000,0,3000,LeadPAC,Republican
Carolina Victory Fund,2500,0,2500,LeadPAC,Democrat
"DeGette, Diana",2500,0,2500,Candidate (D-CO01),Democrat
"Griffith, Morgan",2500,0,2500,Candidate (R-VA09),Republican
Idaho Conservative Growth Fund,2500,0,2500,LeadPAC,Republican
Every Vote PAC,2500,0,2500,LeadPAC,Democrat
"Crapo, Mike",2500,0,2500,Candidate (R-IDS2),Republican
"Ferguson, Drew",2500,0,2500,Candidate (R-GA03),Republican
"Malliotakis, Nicole",2500,0,2500,Candidate (R-NY11),Republican
"Dexter, Maxine",2500,2500,0,Candidate (D-OR03),Democrat
Heartland Values PAC,2500,0,2500,Carey,Republican
"Hirono, Mazie K",2500,500,2000,Candidate (D-HIS2),Democrat
Motor City PAC,2500,0,2500,LeadPAC,Democrat
"Miller-Meeks, Mariannette",2500,0,2500,Candidate (R-IA01),Republican
Innovation PAC,2500,0,2500,LeadPAC,Republican
I Got Your Back PAC,2500,0,2500,LeadPAC,Democrat
Continuing America's Strength & Security,2500,0,2500,LeadPAC,Republican
Victory by Investing Building & Empowering PAC,2500,0,2500,LeadPAC,Democrat
"Pascrell, Bill Jr",2500,0,2500,Candidate (D-NJ09),Democrat
"Barrasso, John",2500,0,2500,Candidate (R-WYS1),Republican
"Haley, Nikki",2419,2419,0,Candidate (R-PRES),Republican
"Porter, Katie",2359,2359,0,Candidate (D-CA47),Democrat
"Khanna, Ro",2305,2305,0,Candidate (D-CA17),Democrat
"Wild, Susan",2272,2272,0,Candidate (D-PA07),Democrat
"Mrvan, Frank Jr",2250,250,2000,Candidate (D-IN01),Democrat
"Nickel, Wiley",2250,250,2000,Candidate (D-NC13),Democrat
"Subramanyam, Suhas",2100,2100,0,Candidate (D-VA10),Democrat
"Comer, James",2100,100,2000,Candidate (R-KY01),Republican
"Alsobrooks, Angela",2094,2094,0,Candidate (D-MDS1),Democrat
"Sewell, Terri",2038,38,2000,Candidate (D-AL07),Democrat
Common Values PAC,2000,0,2000,LeadPAC,Republican
Alamo PAC,2000,0,2000,LeadPAC,Republican
"Buchanan, Vernon",2000,0,2000,Candidate (R-FL16),Republican
"Correa, Lou",2000,0,2000,Candidate (D-CA46),Democrat
Beyond Thoughts & Prayers PAC,2000,0,2000,LeadPAC,Democrat
"Smucker, Lloyd",2000,0,2000,Candidate (R-PA11),Republican
"Menendez, Rob",2000,0,2000,Candidate (D-NJ08),Democrat
"DelBene, Suzan",2000,0,2000,Candidate (D-WA01),Democrat
"Ruiz, Raul",2000,0,2000,Candidate (D-CA25),Democrat
"Ernst, Joni",2000,0,2000,Candidate (R-IAS2),Republican
Lead Encourage Elect PAC,2000,0,2000,LeadPAC,Republican
Buddy PAC,2000,0,2000,LeadPAC,Republican
"Sanchez, Linda",2000,0,2000,Candidate (D-CA38),Democrat
Oorah! PAC,2000,0,2000,LeadPAC,Republican
Common Ground PAC,2000,0,2000,LeadPAC,Democrat
TKJ PAC,2000,0,2000,LeadPAC,Republican
"Peters, Gary",2000,0,2000,Candidate (D-MIS1),Democrat
"Veasey, Marc",2000,0,2000,Candidate (D-TX33),Democrat
"Emmer, Tom",2000,0,2000,Candidate (R-MN06),Republican
National Republican Senatorial Cmte,1940,1940,0,Political Party,Republican
Republican Party of Georgia,1860,1860,0,Political Party,Republican
"Slotkin, Elissa",1788,1788,0,Candidate (D-MI07),Democrat
"Pressley, Ayanna",1784,1784,0,Candidate (D-MA07),Democrat
"Ratevosian, Jirair",1775,1775,0,Candidate (D-CA30),Democrat
"Booker, Cory",1551,1551,0,Candidate (D-NJS2),Democrat
"Lee, Susie",1545,1545,0,Candidate (D-NV03),Democrat
"Kelly, Robin",1500,0,1500,Candidate (D-IL02),Democrat
"Clyburn, James E",1500,0,1500,Candidate (D-SC06),Democrat
"Ross, Deborah",1500,0,1500,Candidate (D-NC02),Democrat
"Pettersen, Brittany",1500,0,1500,Candidate (D-CO07),Democrat
"Pou, Nelida",1500,0,1500,Candidate (D-NJ09),Democrat
"Ramaswamy, Vivek",1458,1458,0,Candidate (R-PRES),Republican
"Kean, Thomas H Jr",1250,250,1000,Candidate (R-NJ07),Republican
"Schiff, Adam",1226,1226,0,Candidate (D-CA30),Democrat
Newsom for California Governor 2022,1206,1206,0,Carey,Democrat
"Kim, Andy",1146,1146,0,Candidate (D-NJ03),Democrat
"Sanders, Bernie",1077,1077,0,Candidate (I-VTS1),Independent
"Fitzpatrick, Brian",1025,25,1000,Candidate (R-PA01),Republican
"Warner, Mark",1015,1015,0,Candidate (D-VAS2),Democrat
"Heinrich, Martin",1010,10,1000,Candidate (D-NMS1),Democrat
"Foushee, Valerie",1010,10,1000,Candidate (D-NC04),Democrat
"Duckworth, Tammy",1005,5,1000,Candidate (D-ILS2),Democrat
"Conaway, Herb",1005,5,1000,Candidate (D-NJ03),Democrat
"Steel, Michelle",1004,4,1000,Candidate (R-CA45),Republican
"Kilmer, Derek",1000,0,1000,Candidate (D-WA06),Democrat
"Strickland, Marilyn",1000,0,1000,Candidate (D-WA10),Democrat
Democratic Party of North Carolina,1000,1000,0,Political Party,Democrat
New Millennium PAC,1000,0,1000,LeadPAC,Democrat
Reclaim America PAC,1000,0,1000,LeadPAC,Republican
"Wyden, Ron",1000,0,1000,Candidate (D-ORS2),Democrat
"Connolly, Gerry",1000,0,1000,Candidate (D-VA11),Democrat
"Haridopolos, Mike",1000,0,1000,Candidate (R-FL08),Republican
"Liccardo, Sam T.",1000,1000,0,Candidate (D-CA16),Democrat
Granite Values,1000,0,1000,LeadPAC,Democrat
Longleaf PAC,1000,0,1000,LeadPAC,Democrat
"Neal, Richard E",1000,0,1000,Candidate (D-MA01),Democrat
"Curtis, John",1000,0,1000,Candidate (R-UT03),Republican
"Mullin, Kevin",1000,0,1000,Candidate (D-CA15),Democrat
Luchadora PAC                                     ,1000,0,1000,LeadPAC,Democrat
"Burgess, Michael",1000,0,1000,Candidate (R-TX26),Republican
"Clarke, Yvette",1000,0,1000,Candidate (D-NY09),Democrat
"Lankford, James",1000,0,1000,Candidate (R-OKS1),Republican
"Wenstrup, Brad",1000,0,1000,Candidate (R-OH02),Republican
"Houlahan, Chrissy",1000,0,1000,Candidate (D-PA06),Democrat
"Escobar, Veronica",1000,0,1000,Candidate (D-TX16),Democrat
"Johnson, Julie",1000,0,1000,Candidate (D-TX32),Democrat
"Banks, Jim",1000,0,1000,Candidate (R-IN03),Republican
"Livingston, Scott",1000,1000,0,Candidate (D-NY03),Democrat
Massachusetts Democratic State Cmte,1000,1000,0,Political Party,Democrat
Smart Solutions PAC,1000,0,1000,LeadPAC,Democrat
PAC in the Saddle,1000,0,1000,LeadPAC,Democrat
"Eshoo, Anna",1000,0,1000,Candidate (D-CA16),Democrat
"Foster, Bill",1000,500,500,Candidate (D-IL11),Democrat
"Bright, Chris",1000,1000,0,Candidate (R-NH01),Republican
Evergreen PAC,1000,0,1000,LeadPAC,Democrat
"Latta, Bob",1000,0,1000,Candidate (R-OH05),Republican
"Smith, Adrian",1000,0,1000,Candidate (R-NE03),Republican
"Kelly, Mike",1000,0,1000,Candidate (R-PA16),Republican
"Sinema, Kyrsten",1000,0,1000,Candidate (I-AZS2),Independent
"Budd, Ted",1000,0,1000,Candidate (R-NCS2),Republican
"Pence, Greg",1000,0,1000,Candidate (R-IN06),Republican
"Armstrong, Kelly",1000,0,1000,Candidate (R-ND01),Republican
"Khairullah, Mohamed",1000,1000,0,Candidate (D-NJ09),Democrat
"Osborn, Dan",995,995,0,Candidate (I-NES1),Independent
"Altman, Sue",992,992,0,Candidate (D-NJ07),Democrat
"Bush, Cori",973,973,0,Candidate (D-MO01),Democrat
"Baldwin, Tammy",931,931,0,Candidate (D-WIS1),Democrat
"Frisch, Adam",914,914,0,Candidate (D-CO03),Democrat
Forward Blue,907,907,0,Outside Group,Liberal
Stand for America PAC,875,875,0,LeadPAC,Republican
"Jeffries, Hakeem",843,843,0,Candidate (D-NY08),Democrat
"Dahan, Liz",750,750,0,Candidate (D-FL13),Democrat
"Cruz, Ted",750,750,0,Candidate (R-TXS2),Republican
"Bowman, Jamaal",721,721,0,Candidate (D-NY16),Democrat
"Vindman, Yevgeny 'Eugene'",686,686,0,Candidate (D-VA07),Democrat
"Omar, Ilhan",653,653,0,Candidate (D-MN05),Democrat
"Ocasio-Cortez, Alexandria",645,645,0,Candidate (D-NY14),Democrat
Democratic Party of Wisconsin,626,626,0,Political Party,Democrat
"Kennedy, Robert F Jr.",620,620,0,Candidate (I-PRES),Independent
Republican Party of California,600,600,0,Political Party,Republican
"Vargas, Tony",592,592,0,Candidate (D-NE02),Democrat
"Christiansen, Katrina",577,577,0,Candidate (D-NDS2),Democrat
"Luttrell, Morgan",575,575,0,Candidate (R-TX08),Republican
"Johnson, Gloria",570,570,0,Candidate (D-TNS1),Democrat
"Kunce, Lucas",561,561,0,Candidate (D-MOS2),Democrat
National Republican Congressional Cmte,556,556,0,Political Party,Republican
"Cammack, Kat",552,52,500,Candidate (R-FL03),Republican
"Peltola, Mary",524,524,0,Candidate (D-AK01),Democrat
"Figures, Shomari",515,515,0,Candidate (D-AL02),Democrat
Republican Party of Florida,500,500,0,Political Party,Republican
First In Freedom PAC,500,0,500,LeadPAC,Republican
"Allen, Richard W",500,0,500,Candidate (R-GA12),Republican
"James, John",500,0,500,Candidate (R-MI10),Republican
"Obernolte, Jay",500,0,500,Candidate (R-CA23),Republican
"Pfluger, August",500,0,500,Candidate (R-TX11),Republican
"Harshbarger, Diana",500,0,500,Candidate (R-TN01),Republican
AnniePAC,500,500,0,Carey,Democrat
Not So Old Fashioned PAC,500,500,0,LeadPAC,Democrat
"Scott, Bobby",500,500,0,Candidate (D-VA03),Democrat
"Balderson, Troy",500,0,500,Candidate (R-OH12),Republican
"Panetta, Jimmy",500,0,500,Candidate (D-CA19),Democrat
"Godfrey, Darryl",500,500,0,Candidate (D-NJ10),Democrat
Campaign for Democracy PAC,481,481,0,Carey,Democrat
"Lee, Summer",455,455,0,Candidate (D-PA12),Democrat
"Christie, Chris",430,430,0,Candidate (R-PRES),Republican
"DeSantis, Ron",416,416,0,Candidate (R-PRES),Republican
"Hovde, Eric",409,409,0,Candidate (R-WIS1),Republican
"Klobuchar, Amy",385,385,0,Candidate (D-MNS2),Democrat
"Hurd, Will",364,364,0,Candidate (R-PRES),Republican
"Calvarese, Trisha",360,360,0,Candidate (D-CO04),Democrat
"Jordan, Jim",350,350,0,Candidate (R-OH04),Republican
"Scanlon, Mary Gay",350,350,0,Candidate (D-PA05),Democrat
"Greene, Marjorie Taylor",327,327,0,Candidate (R-GA14),Republican
Powered By People,305,305,0,Carey,Democrat
"Gray, Adam",302,302,0,Candidate (D-CA13),Democrat
RSLC Victory Fund,300,300,0,Political Party,Republican
"Parrott, Neil",300,300,0,Candidate (R-MD06),Republican
"Crockett, Jasmine",280,280,0,Candidate (D-TX30),Democrat
"Jones, Mondaire",279,279,0,Candidate (D-NY17),Democrat
"Lyerly, Kristin",278,278,0,Candidate (D-WI08),Democrat
Fight Like Hell PAC,275,275,0,Carey,Democrat
"Sheehy, Tim",272,272,0,Candidate (R-MTS1),Republican
"Klee Hood, Sarah",272,272,0,Candidate (D-NY22),Democrat
"Garvey, Steve",271,271,0,Candidate (R-CAS2),Republican
"Hogan, Larry",260,260,0,Candidate (R-MDS1),Republican
"Burrows, John",257,257,0,Candidate (D-CA20),Democrat
Republican Party of Washington,257,257,0,Political Party,Republican
"Gonzalez, Vicente",250,250,0,Candidate (D-TX34),Democrat
"Bucco, Carmen",250,250,0,Candidate (R-NJ10),Republican
"Barca, Peter William",250,250,0,Candidate (D-WI01),Democrat
"Hsu, John",250,250,0,Candidate (D-NJ06),Democrat
"Collier, Matt",250,250,0,Candidate (D-MI08),Democrat
Jane Fonda Climate PAC,250,250,0,Carey,Liberal
"Titus, Dina",250,250,0,Candidate (D-NV01),Democrat
"Levin, Mike",240,240,0,Candidate (D-CA49),Democrat
Senate Majority PAC,225,225,0,Outside Group,Liberal
"Harper, Hill",220,220,0,Candidate (D-MIS2),Democrat
"Gillen, Laura",220,220,0,Candidate (D-NY04),Democrat
"Padilla, Alex",205,205,0,Candidate (D-CAS1),Democrat
"Williamson, Marianne",201,201,0,Candidate (D-PRES),Democrat
"Massie, Thomas",200,200,0,Candidate (R-KY04),Republican
"Carson, Andre",200,200,0,Candidate (D-IN07),Democrat
"Markey, Ed",190,190,0,Candidate (D-MAS2),Democrat
"Rashid, Qasim",185,185,0,Candidate (D-IL11),Democrat
"O'brien, Michael",180,180,0,Candidate (D-PA10),Democrat
"Dunn, Harry",178,178,0,Candidate (D-MD03),Democrat
"Pelosi, Nancy",176,176,0,Candidate (D-CA11),Democrat
"Stelson, Janelle",175,175,0,Candidate (D-PA10),Democrat
"McCorkle, Ike",167,167,0,Candidate (D-CO04),Democrat
"Kelly, Mark",165,165,0,Candidate (D-AZS1),Democrat
"Cooke, Rebecca",163,163,0,Candidate (D-WI03),Democrat
"Bynum, Janelle",152,152,0,Candidate (D-OR05),Democrat
"Pilip, Mazi Melesa",145,145,0,Candidate (R-NY03),Republican
Defend Freedom Inc,142,142,0,LeadPAC,Democrat
"Mucarsel-Powell, Debbie",135,135,0,Candidate (D-FLS1),Democrat
DLCC PAC,135,135,0,Political Party,Democrat
"Schumer, Charles E",130,130,0,Candidate (D-NYS2),Democrat
PAC to the Future,130,130,0,LeadPAC,Democrat
"Fetterman, John",128,128,0,Candidate (D-PAS1),Democrat
"Warren, Elizabeth",127,127,0,Candidate (D-MAS1),Democrat
"Sites, Jeffrey",125,125,0,Candidate (D-OH04),Democrat
"Frost, Maxwell",122,122,0,Candidate (D-FL10),Democrat
"Qarni, Atif",120,120,0,Candidate (D-VA10),Democrat
"Wilson, Tamie",112,112,0,Candidate (D-OH04),Democrat
"McBath, Lucy",108,108,0,Candidate (D-GA07),Democrat
"Beydoun, Nasser",105,105,0,Candidate (D-MIS2),Democrat
"Gaetz, Matt",104,104,0,Candidate (R-FL01),Republican
"Johnson, Mike",102,102,0,Candidate (R-LA04),Republican
Democratic Party Cmte Abroad,100,100,0,Political Party,Democrat
One Giant Leap PAC,100,100,0,Outside Group,Liberal
"Harvey, Kathryn",100,100,0,Candidate (D-SC04),Democrat
"Moskowitz, Jared",100,100,0,Candidate (D-FL23),Democrat
"Shyne, Sepi",100,100,0,Candidate (D-CA30),Democrat
"Campos-Medina, Patricia",100,100,0,Candidate (D-NJS1),Democrat
"Hill, Kyle",100,100,0,Candidate (D-NY01),Democrat
"Jawando, Will",100,100,0,Candidate (D-MDS1),Democrat
"Ramirez, Delia",100,100,0,Candidate (D-IL03),Democrat
"Freeman, Esau",100,100,0,Candidate (D-KS04),Democrat
Our Great Task,100,100,0,Outside Group,Conservative
Gen-Democracy PAC,100,100,0,Outside Group,Liberal
"Self, Keith",100,100,0,Candidate (R-TX03),Republican
"Caraveo, Yadira",97,97,0,Candidate (D-CO08),Democrat
"Riley, Josh",92,92,0,Candidate (D-NY19),Democrat
"Ehr, Phil",90,90,0,Candidate (D-FL28),Democrat
"Pinkins, Ty",85,85,0,Candidate (D-MSS2),Democrat
"Nez, Jonathan",85,85,0,Candidate (D-AZ02),Democrat
"Sorensen, Eric",84,84,0,Candidate (D-IL17),Democrat
New Jersey Democratic State Cmte,80,80,0,Political Party,Democrat
"Cartwright, Matt",77,77,0,Candidate (D-PA08),Democrat
"Suozzi, Tom",76,76,0,Candidate (D-NY03),Democrat
"Vogel, Joseph",75,75,0,Candidate (D-MD06),Democrat
"Lee, Barbara",75,75,0,Candidate (D-CA12),Democrat
"Kaplan, Anna",75,75,0,Candidate (D-NY03),Democrat
"Blazakis, Jason",75,75,0,Candidate (D-NJ07),Democrat
"Stein, Jill",75,75,0,Candidate (3-PRES),Other Party
"Davids, Sharice",75,75,0,Candidate (D-KS03),Democrat
"Masto, Catherine Cortez",73,73,0,Candidate (D-NVS2),Democrat
"Warnock, Raphael",71,71,0,Candidate (D-GAS2),Democrat
November Coalition,70,70,0,Outside Group,Liberal
"Lawler, Mike",67,67,0,Candidate (R-NY17),Republican
"Scalise, Steve",65,65,0,Candidate (R-LA01),Republican
"Phillips, Dean",65,65,0,Candidate (D-MN03),Democrat
"Smith, Tina",62,62,0,Candidate (D-MNS1),Democrat
"Whitesides, George",62,62,0,Candidate (D-CA27),Democrat
Democratic Party of California,60,60,0,Political Party,Democrat
"Womer, Zach",60,60,0,Candidate (D-PA15),Democrat
Democratic Party of Pennsylvania,60,60,0,Political Party,Democrat
Retired Americans PAC,58,58,0,Outside Group,Liberal
"Rollins, Will",57,57,0,Candidate (D-CA41),Democrat
"Shaheen, Jeanne",57,57,0,Candidate (D-NHS2),Democrat
"Ryan, Pat",57,57,0,Candidate (D-NY18),Democrat
"Graham, Lindsey",56,56,0,Candidate (R-SCS2),Republican
"Vasquez, Gabe",56,56,0,Candidate (D-NM02),Democrat
"Scott, Tim",55,55,0,Candidate (R-SCS1),Republican
"Ciscomani, Juan",53,53,0,Candidate (R-AZ06),Republican
"Brown, Sam",53,53,0,Candidate (R-NVS1),Republican
"Hertel, Curtis",52,52,0,Candidate (D-MI07),Democrat
"Min, Dave",52,52,0,Candidate (D-CA47),Democrat
"Tran, Derek",52,52,0,Candidate (D-CA45),Democrat
"Engel, Kirsten",52,52,0,Candidate (D-AZ06),Democrat
"Perez, Marie Gluesenkamp",52,52,0,Candidate (D-WA03),Democrat
"Golden, Jared",52,52,0,Candidate (D-ME02),Democrat
"Salas, Rudy",52,52,0,Candidate (D-CA22),Democrat
"Kim, Young",51,51,0,Candidate (R-CA40),Republican
"Martin, Isaiah",50,50,0,Candidate (D-TX18),Democrat
"Marlinga, Carl",50,50,0,Candidate (D-MI10),Democrat
"Girl, Maebe A.",50,50,0,Candidate (D-CA30),Democrat
"Perelman, Jennifer",50,50,0,Candidate (D-FL25),Democrat
"Gutierrez, Roland",50,50,0,Candidate (D-TXS2),Democrat
Democratic Party of Tennessee,50,50,0,Political Party,Democrat
"Kennedy, John",50,50,0,Candidate (R-LAS2),Republican
"Randall, Emily",50,50,0,Candidate (D-WA06),Democrat
"Collins, Paula",50,50,0,Candidate (D-NY21),Democrat
Rooted in Community Leadership PAC,50,50,0,LeadPAC,Democrat
"Kim, David",50,50,0,Candidate (D-CA34),Democrat
"Pappas, Chris",50,50,0,Candidate (D-NH01),Democrat
Common Sense for America PAC,50,50,0,LeadPAC,Republican
"Torres, Ritchie",50,50,0,Candidate (D-NY15),Democrat
Seneca Project,50,50,0,Outside Group,Liberal
"Hayes, Jahana",45,45,0,Candidate (D-CT05),Democrat
"France, Mike",45,45,0,Candidate (R-CT02),Republican
"Kaptur, Marcy",45,45,0,Candidate (D-OH09),Democrat
"Budzinski, Nikki",45,45,0,Candidate (D-IL13),Democrat
"Craig, Angie",45,45,0,Candidate (D-MN02),Democrat
"Schrier, Kim",45,45,0,Candidate (D-WA08),Democrat
"Salinas, Andrea",45,45,0,Candidate (D-OR06),Democrat
"Scholten, Hillary",45,45,0,Candidate (D-MI03),Democrat
Save America,44,44,0,LeadPAC,Republican
"Ossoff, Jon",43,43,0,Candidate (D-GAS1),Democrat
Black Men Vote,40,40,0,Outside Group,Liberal
"Murphy, Christopher S",38,38,0,Candidate (D-CTS1),Democrat
"Elliott, Glenn Frederick Jr.",38,38,0,Candidate (D-WVS1),Democrat
AmeriPAC: The Fund for a Greater America,36,36,0,LeadPAC,Democrat
"Underwood, Lauren A",35,35,0,Candidate (D-IL14),Democrat
Retired Dems 2024,35,35,0,Outside Group,Liberal
"Dziados, Christopher Ryan",35,35,0,Candidate (D-PA14),Democrat
Elect Dems Now PAC,35,35,0,LeadPAC,Democrat
"Ellzey, Jake",34,34,0,Candidate (R-TX06),Republican
Moms Fed Up PAC,33,33,0,LeadPAC,Democrat
"Elder, Larry",33,33,0,Candidate (R-PRES),Republican
"Crow, Jason",33,33,0,Candidate (D-CO06),Democrat
"Hagerty, Bill",31,31,0,Candidate (R-TNS2),Republican
Democratic Party of Ohio,30,30,0,Political Party,Democrat
Democrats 2024,30,30,0,Outside Group,Liberal
"Agwan, Pervez",30,30,0,Candidate (D-TX07),Democrat
"Valimont, Gay",29,29,0,Candidate (D-FL01),Democrat
"Crane, Eli",29,29,0,Candidate (R-AZ02),Republican
"Hickenlooper, John",28,28,0,Candidate (D-COS2),Democrat
"Hassan, Maggie",28,28,0,Candidate (D-NHS1),Democrat
"Stefanik, Elise",27,27,0,Candidate (R-NY21),Republican
"Reschenthaler, Guy",26,26,0,Candidate (R-PA14),Republican
"Luna, Anna Paulina",25,25,0,Candidate (R-FL13),Republican
"Martinez, Tekesha",25,25,0,Candidate (D-MD06),Democrat
"Hammer, Trygve",25,25,0,Candidate (D-ND01),Democrat
"Gilberry, Wallace",25,25,0,Candidate (R-AL02),Republican
US Concealed Carry Assn for Saving Lives,25,25,0,Outside Group,Conservative
"Gillibrand, Kirsten",25,25,0,Candidate (D-NYS1),Democrat
"Spanberger, Abigail",25,25,0,Candidate (D-VA07),Democrat
"Boebert, Lauren",25,25,0,Candidate (R-CO03),Republican
"Tranel, Monica",25,25,0,Candidate (D-MT01),Democrat
"Moore, Michael",25,25,0,Candidate (D-SC01),Democrat
"Damikolas, Allyson",25,25,0,Candidate (D-CA40),Democrat
"Schaffner, Katrina",25,25,0,Candidate (D-AZ05),Democrat
National Democratic Training Cmte,25,25,0,Carey,Liberal
The American Dream PAC,25,25,0,Carey,Republican
"Jackson, Jeff",25,25,0,Candidate (D-NC14),Democrat
"Morse, Andrea S",20,20,0,Candidate (D-NY11),Democrat
"Danimus, Ann Marie",20,20,0,Candidate (D-WA05),Democrat
"Salerno, Joe",20,20,0,Candidate (D-NJ02),Democrat
"Bresnahan, Rob",20,20,0,Candidate (R-PA08),Republican
"Jones, Herbert Jr",20,20,0,Candidate (D-VA01),Democrat
"Kleinmann, Matthew",20,20,0,Candidate (D-KS02),Democrat
"Breslin, Karen",19,19,0,Candidate (D-CO04),Democrat
"Hines, Bo",19,19,0,Candidate (R-NC06),Republican
"Moulton, Seth",18,18,0,Candidate (D-MA06),Democrat
"Scott, Rick",18,18,0,Candidate (R-FLS1),Republican
"Moreno, Bernie",16,16,0,Candidate (R-OHS1),Republican
"Begich, Nick III",15,15,0,Candidate (R-AK01),Republican
Field Team Six,15,15,0,Outside Group,Liberal
"Valadao, David",14,14,0,Candidate (R-CA22),Republican
"McCormick, Dave",14,14,0,Candidate (R-PAS2),Republican
Right Side of History PAC,13,13,0,Carey,Democrat
"Morales, Andy",13,13,0,Candidate (D-CA20),Democrat
Will of the People PAC,13,13,0,LeadPAC,Democrat
"Lake, Kari",12,12,0,Candidate (R-AZS2),Republican
"Burgum, Doug",12,12,0,Candidate (R-PRES),Republican
Medicare for All PAC,12,12,0,LeadPAC,Democrat
"Swalwell, Eric",12,12,0,Candidate (D-CA14),Democrat
"Nouri, Preston",10,10,0,Candidate (D-PA16),Democrat
Great Chain PAC,10,10,0,LeadPAC,Democrat
Blue America PAC IE Cmte,10,10,0,Outside Group,Liberal
E-PAC,10,10,0,LeadPAC,Republican
BlueWaveAmerica,10,10,0,Outside Group,Liberal
Champion American Values,10,10,0,Carey,Republican
