Recipient,Total,From Individuals,From Organization,Recipient Type,View
MARSHA PAC,5000,0,5000,Carey,Republican
Reinventing a New Direction,5000,0,5000,LeadPAC,Republican
CMR PAC,5000,0,5000,LeadPAC,Republican
Golden State Democracy PAC,5000,0,5000,LeadPAC,Democrat
"LaHood, Darin",5000,0,5000,Candidate (R-IL16),Republican
"Gallego, Ruben",4601,4601,0,Candidate (D-AZ03),Democrat
"Allred, Colin",4558,4558,0,Candidate (D-TX32),Democrat
"Tenney, Claudia",4500,0,4500,Candidate (R-NY24),Republican
"Wicker, Roger",4500,0,4500,Candidate (R-MSS2),Republican
Delivers PAC,4000,0,4000,LeadPAC,Republican
"Estes, Ron",4000,0,4000,Candidate (R-KS04),Republican
"Nickel, Wiley",3750,250,3500,Candidate (D-NC13),Democrat
"Swalwell, Eric",3565,65,3500,Candidate (D-CA14),Democrat
"Van Duyne, Beth",3500,0,3500,Candidate (R-TX24),Republican
"Valadao, David",3500,0,3500,Candidate (R-CA22),Republican
"Kelly, Mike",3500,0,3500,Candidate (R-PA16),Republican
"Malliotakis, Nicole",3500,0,3500,Candidate (R-NY11),Republican
"Krishnamoorthi, Raja",3300,3300,0,Candidate (D-IL08),Democrat
"Wyden, Ron",3300,3300,0,Candidate (D-ORS2),Democrat
"Altman, Sue",3135,3135,0,Candidate (D-NJ07),Democrat
Republican National Cmte,3062,3062,0,Political Party,Republican
"Baugh, Scott",3000,0,3000,Candidate (R-CA47),Republican
"Hern, Kevin",3000,0,3000,Candidate (R-OK01),Republican
"Obernolte, Jay",3000,0,3000,Candidate (R-CA23),Republican
"Murphy, Greg",3000,0,3000,Candidate (R-NC03),Republican
"Ferguson, Drew",3000,0,3000,Candidate (R-GA03),Republican
"Feenstra, Randy",3000,0,3000,Candidate (R-IA04),Republican
"Miller-Meeks, Mariannette",3000,0,3000,Candidate (R-IA01),Republican
"Cassidy, Bill",2900,2900,0,Candidate (R-LAS1),Republican
"Mucarsel-Powell, Debbie",2870,2870,0,Candidate (D-FLS1),Democrat
"Meng, Grace",2750,2750,0,Candidate (D-NY06),Democrat
"Porter, Katie",2568,2568,0,Candidate (D-CA47),Democrat
Luchadora PAC                                     ,2500,0,2500,LeadPAC,Democrat
"Coleman, Bonnie Watson",2500,0,2500,Candidate (D-NJ12),Democrat
"Harshbarger, Diana",2500,0,2500,Candidate (R-TN01),Republican
Beyond Thoughts & Prayers PAC,2500,0,2500,LeadPAC,Democrat
"Eshoo, Anna",2500,0,2500,Candidate (D-CA16),Democrat
Dakota PAC,2500,0,2500,LeadPAC,Republican
"Harris, Andy",2500,0,2500,Candidate (R-MD01),Republican
TKJ PAC,2500,0,2500,LeadPAC,Republican
"Ricketts, Pete",2500,0,2500,Candidate (R-NES2),Republican
"Auchincloss, Jake",2500,0,2500,Candidate (D-MA04),Democrat
"Strickland, Marilyn",2500,0,2500,Candidate (D-WA10),Democrat
Reclaim America PAC,2500,0,2500,LeadPAC,Republican
Greater Tomorrow PAC,2500,0,2500,LeadPAC,Republican
"Foxx, Virginia",2500,0,2500,Candidate (R-NC05),Republican
"Kelly, Robin",2500,0,2500,Candidate (D-IL02),Democrat
"Steel, Michelle",2500,500,2000,Candidate (R-CA45),Republican
"Cole, Tom",2500,0,2500,Candidate (R-OK04),Republican
"Heinrich, Martin",2500,0,2500,Candidate (D-NMS1),Democrat
"Cardenas, Tony",2500,0,2500,Candidate (D-CA29),Democrat
"Miller, Carol",2500,0,2500,Candidate (R-WV01),Republican
"Simpson, Mike",2500,0,2500,Candidate (R-ID02),Republican
"Bacon, Donald John",2500,0,2500,Candidate (R-NE02),Republican
"Cherfilus-McCormick, Sheila",2500,0,2500,Candidate (D-FL20),Democrat
"McGarvey, Morgan",2500,0,2500,Candidate (D-KY03),Democrat
"Mackenzie, Ryan",2220,2220,0,Candidate (R-PA07),Republican
"Baldwin, Tammy",2202,2202,0,Candidate (D-WIS1),Democrat
Democratic Party of Kansas,2151,2151,0,Political Party,Democrat
"Fetterman, John",2070,2070,0,Candidate (D-PAS1),Democrat
"Scanlon, Mary Gay",2024,2024,0,Candidate (D-PA05),Democrat
"Meeks, Gregory",2000,2000,0,Candidate (D-NY05),Democrat
"Sewell, Terri",2000,0,2000,Candidate (D-AL07),Democrat
"Veasey, Marc",2000,0,2000,Candidate (D-TX33),Democrat
"Dunn, Neal",2000,0,2000,Candidate (R-FL02),Republican
One for All Cmte,2000,2000,0,Outside Group,Liberal
"Pascrell, Bill Jr",2000,0,2000,Candidate (D-NJ09),Democrat
"Costa, Jim",2000,0,2000,Candidate (D-CA21),Democrat
"DelBene, Suzan",2000,0,2000,Candidate (D-WA01),Democrat
"Bera, Ami",2000,0,2000,Candidate (D-CA06),Democrat
"Moore, Blake",2000,0,2000,Candidate (R-UT01),Republican
Republican Federal Cmte of Pennsylvania,2000,2000,0,Political Party,Republican
"Moolenaar, John",2000,0,2000,Candidate (R-MI02),Republican
"Kuster, Ann",2000,0,2000,Candidate (D-NH02),Democrat
"Slotkin, Elissa",1723,1723,0,Candidate (D-MI07),Democrat
"Chavez-Deremer, Lori",1700,200,1500,Candidate (R-OR05),Republican
"Ocasio-Cortez, Alexandria",1666,1666,0,Candidate (D-NY14),Democrat
Democratic Party of Wisconsin,1659,1659,0,Political Party,Democrat
Democratic Party of North Carolina,1634,1634,0,Political Party,Democrat
"Sanders, Bernie",1630,1630,0,Candidate (I-VTS1),Independent
"Jeffries, Hakeem",1596,1596,0,Candidate (D-NY08),Democrat
"Alsobrooks, Angela",1558,1558,0,Candidate (D-MDS1),Democrat
"Mcdonald Rivet, Kristen",1500,1500,0,Candidate (D-MI08),Democrat
"Mann, Tracey",1500,0,1500,Candidate (R-KS01),Republican
"Buchanan, Vernon",1500,0,1500,Candidate (R-FL16),Republican
"Kim, Young",1500,0,1500,Candidate (R-CA40),Republican
"Latimer, George",1500,1500,0,Candidate (D-NY16),Democrat
"Omar, Ilhan",1369,1369,0,Candidate (D-MN05),Democrat
"Schiff, Adam",1329,1329,0,Candidate (D-CA30),Democrat
Democratic Party of Tennessee,1281,1281,0,Political Party,Democrat
Democratic Party of Arizona,1278,1278,0,Political Party,Democrat
"Wild, Susan",1256,1256,0,Candidate (D-PA07),Democrat
"Williamson, Marianne",1220,1220,0,Candidate (D-PRES),Democrat
"Bush, Cori",1154,1154,0,Candidate (D-MO01),Democrat
Democratic Party of Virginia,1121,1121,0,Political Party,Democrat
Democratic Party of New Hampshire,1096,1096,0,Political Party,Democrat
"Osborn, Dan",1075,1075,0,Candidate (I-NES1),Independent
"McBride, Sarah",1071,1071,0,Candidate (D-DE01),Democrat
Democratic Party of Ohio,1071,1071,0,Political Party,Democrat
Massachusetts Democratic State Cmte,1071,1071,0,Political Party,Democrat
"Ramaswamy, Vivek",1067,1067,0,Candidate (R-PRES),Republican
Democratic Party of Nebraska,1046,1046,0,Political Party,Democrat
Democratic Party of Arkansas,1046,1046,0,Political Party,Democrat
"Johnson, Drew",1040,1040,0,Candidate (R-NV03),Republican
"Lawler, Mike",1025,25,1000,Candidate (R-NY17),Republican
"Christie, Chris",1022,1022,0,Candidate (R-PRES),Republican
State Democratic Exec Cmte of Alabama,1021,1021,0,Political Party,Democrat
North Dakota Democratic-Nonpartisan League Party  ,1021,1021,0,Political Party,Democrat
Democratic State Central Cmte/Louisiana,1021,1021,0,Political Party,Democrat
Missouri Democratic State Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of Oregon,1021,1021,0,Political Party,Democrat
Democratic Party of Vermont,1021,1021,0,Political Party,Democrat
Michigan Democratic State Central Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of Iowa,1021,1021,0,Political Party,Democrat
Connecticut Democratic State Central Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of Maine,1021,1021,0,Political Party,Democrat
Democratic Party of Oklahoma,1021,1021,0,Political Party,Democrat
Democratic Party of Alaska,1021,1021,0,Political Party,Democrat
Democratic Party of Nevada,1021,1021,0,Political Party,Democrat
Kentucky State Dem Central Exec Cmte,1021,1021,0,Political Party,Democrat
Democratic State Central Cmte/Maryland,1021,1021,0,Political Party,Democrat
Wyoming State Democratic Central Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of South Carolina,1021,1021,0,Political Party,Democrat
Democratic Party of Montana,1021,1021,0,Political Party,Democrat
New Jersey Democratic State Cmte,1021,1021,0,Political Party,Democrat
Rhode Island Democratic State Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of Mississippi,1021,1021,0,Political Party,Democrat
Democratic Party of New Mexico,1021,1021,0,Political Party,Democrat
Democratic Party of the District of Columbia,1021,1021,0,Political Party,Democrat
Minnesota Democratic Farmer Labor Party,1021,1021,0,Political Party,Democrat
Georgia Federal Elections Cmte,1021,1021,0,Political Party,Democrat
New York State Democratic Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of Colorado,1021,1021,0,Political Party,Democrat
West Virginia State Democratic Exec Cmte,1021,1021,0,Political Party,Democrat
Democratic Executive Cmte of Florida,1021,1021,0,Political Party,Democrat
Democratic Party of Texas,1021,1021,0,Political Party,Democrat
Indiana Democratic Congressional Victory Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of South Dakota,1021,1021,0,Political Party,Democrat
Democratic Party of Illinois,1021,1021,0,Political Party,Democrat
Democratic Party of Idaho,1021,1021,0,Political Party,Democrat
Democratic Party of California,1021,1021,0,Political Party,Democrat
Utah State Democratic Cmte,1021,1021,0,Political Party,Democrat
Washington State Democratic Central Cmte,1021,1021,0,Political Party,Democrat
Democratic Party of Delaware,1021,1021,0,Political Party,Democrat
Democratic Party of Hawaii,1021,1021,0,Political Party,Democrat
Movement Voter PAC,1020,1020,0,Carey,Liberal
"Harder, Josh",1007,1007,0,Candidate (D-CA09),Democrat
"Yakym, Rudy",1005,5,1000,Candidate (R-IN02),Republican
"Vindman, Yevgeny 'Eugene'",1004,1004,0,Candidate (D-VA07),Democrat
Republican Party of Virginia,1000,1000,0,Political Party,Republican
"Reed, Jack",1000,1000,0,Candidate (D-RIS2),Democrat
"Wenstrup, Brad",1000,0,1000,Candidate (R-OH02),Republican
"Serrano Glassner, Christine",1000,1000,0,Candidate (R-NJS1),Republican
"Latta, Bob",1000,0,1000,Candidate (R-OH05),Republican
"Kilmer, Derek",1000,0,1000,Candidate (D-WA06),Democrat
"Armstrong, Kelly",1000,0,1000,Candidate (R-ND01),Republican
"Pfluger, August",1000,0,1000,Candidate (R-TX11),Republican
"Sanchez, Linda",1000,0,1000,Candidate (D-CA38),Democrat
"Pence, Greg",1000,0,1000,Candidate (R-IN06),Republican
"Hickenlooper, John",1000,1000,0,Candidate (D-COS2),Democrat
"Cammack, Kat",1000,0,1000,Candidate (R-FL03),Republican
Americans for Prosperity Action,1000,1000,0,Carey,Conservative
"DeGette, Diana",1000,0,1000,Candidate (D-CO01),Democrat
"Duncan, Jeff",1000,0,1000,Candidate (R-SC03),Republican
"Schweikert, David",1000,0,1000,Candidate (R-AZ01),Republican
"McHenry, Patrick",1000,0,1000,Candidate (R-NC10),Republican
"Steube, Greg",1000,0,1000,Candidate (R-FL17),Republican
"Harper, Hill",963,963,0,Candidate (D-MIS2),Democrat
Fight Like Hell PAC,960,960,0,Carey,Democrat
"Pelosi, Nancy",958,958,0,Candidate (D-CA11),Democrat
"Kennedy, Robert F Jr.",933,933,0,Candidate (I-PRES),Independent
AmeriPAC: The Fund for a Greater America,901,901,0,LeadPAC,Democrat
"Gaetz, Matt",750,750,0,Candidate (R-FL01),Republican
Campaign for Democracy PAC,726,726,0,Carey,Democrat
Democrats 2024,718,718,0,Outside Group,Liberal
PAC to the Future,717,717,0,LeadPAC,Democrat
Powered By People,673,673,0,Carey,Democrat
"Warnock, Raphael",663,663,0,Candidate (D-GAS2),Democrat
The Lincoln Project,650,650,0,Carey,Liberal
"Lee, Summer",648,648,0,Candidate (D-PA12),Democrat
"Agwan, Pervez",640,640,0,Candidate (D-TX07),Democrat
"DeSantis, Ron",625,625,0,Candidate (R-PRES),Republican
"Jones, Mondaire",625,625,0,Candidate (D-NY17),Democrat
"Booker, Cory",623,623,0,Candidate (D-NJS2),Democrat
"Scott, Tim",619,619,0,Candidate (R-SCS1),Republican
Early Vote Action PAC,615,615,0,Outside Group,Conservative
"Bowman, Jamaal",608,608,0,Candidate (D-NY16),Democrat
"Stelson, Janelle",605,605,0,Candidate (D-PA10),Democrat
"Ansari, Yassamin",600,600,0,Candidate (D-AZ03),Democrat
"Cruz, Ted",590,590,0,Candidate (R-TXS2),Republican
"Greene, Marjorie Taylor",580,580,0,Candidate (R-GA14),Republican
"Uygur, Cenk",537,537,0,Candidate (D-PRES),Democrat
"Campos-Medina, Patricia",530,530,0,Candidate (D-NJS1),Democrat
"Dunn, Harry",527,527,0,Candidate (D-MD03),Democrat
"Frisch, Adam",510,510,0,Candidate (D-CO03),Democrat
"Khairullah, Mohamed",500,500,0,Candidate (D-NJ09),Democrat
"Garcia, Mike",500,500,0,Candidate (R-CA27),Republican
314 Action Fund,500,500,0,Carey,Liberal
Michael Rulli for Ohio State Senate,500,0,500,Carey,Republican
"Simon, Lateefah",500,500,0,Candidate (D-CA12),Democrat
Committee to Protect Medicare,500,500,0,Outside Group,Liberal
"Etchison, Shelane",500,500,0,Candidate (I-NC09),Independent
"Smith, Chris",500,500,0,Candidate (R-NJ04),Republican
"Hutchinson, W. Asa",497,497,0,Candidate (R-PRES),Republican
"Tlaib, Rashida",488,488,0,Candidate (D-MI12),Democrat
"Rollins, Will",485,485,0,Candidate (D-CA41),Democrat
"Lee, Mike",479,479,0,Candidate (R-UTS2),Republican
"Ossoff, Jon",453,453,0,Candidate (D-GAS1),Democrat
DLCC PAC,451,451,0,Political Party,Democrat
"Lieu, Ted",450,450,0,Candidate (D-CA36),Democrat
New Jersey Republican State Cmte,450,450,0,Political Party,Republican
"Kunce, Lucas",424,424,0,Candidate (D-MOS2),Democrat
"Martinez, Tekesha",415,415,0,Candidate (D-MD06),Democrat
Justice Democrats,400,400,0,Carey,Liberal
Republican Party of Arizona,400,400,0,Political Party,Republican
"Frost, Maxwell",385,385,0,Candidate (D-FL10),Democrat
November Coalition,345,345,0,Outside Group,Liberal
"Jayapal, Pramila",345,345,0,Candidate (D-WA07),Democrat
"Kelly, Mark",330,330,0,Candidate (D-AZS1),Democrat
"Morse, Jessica",325,325,0,Candidate (D-CA03),Democrat
"Ellzey, Jake",312,312,0,Candidate (R-TX06),Republican
"Klee Hood, Sarah",307,307,0,Candidate (D-NY22),Democrat
"Gutierrez, Roland",300,300,0,Candidate (D-TXS2),Democrat
Retired Americans PAC,276,276,0,Outside Group,Liberal
"Stein, Jill",273,273,0,Candidate (3-PRES),Other Party
"Cartwright, Matt",259,259,0,Candidate (D-PA08),Democrat
"Salinas, Andrea",259,259,0,Candidate (D-OR06),Democrat
"Chu, Judy",250,250,0,Candidate (D-CA28),Democrat
"Greene-Scott, Marquette",250,250,0,Candidate (D-TX22),Democrat
"Low, Evan",250,250,0,Candidate (D-CA16),Democrat
Red Senate PAC,250,250,0,Outside Group,Conservative
"Hawley, Josh",250,250,0,Candidate (R-MOS2),Republican
"Smith, Chuck",250,250,0,Candidate (R-VAS1),Republican
"Lythcott-Haims, Julie",250,250,0,Candidate (D-CA16),Democrat
Congressional Leadership Fund,250,250,0,Carey,Conservative
Save America,240,240,0,LeadPAC,Republican
"Christiansen, Katrina",235,235,0,Candidate (D-NDS2),Democrat
"Masto, Catherine Cortez",229,229,0,Candidate (D-NVS2),Democrat
ActBlue Technical Services,225,225,0,527,Liberal
Moms Fed Up PAC,218,218,0,LeadPAC,Democrat
"Lyerly, Kristin",213,213,0,Candidate (D-WI08),Democrat
"Whitehouse, Sheldon",206,206,0,Candidate (D-RIS1),Democrat
"Forte, Tina",203,203,0,Candidate (R-NY14),Republican
"Warren, Elizabeth",201,201,0,Candidate (D-MAS1),Democrat
"Herrell, Yvette",200,200,0,Candidate (R-NM02),Republican
"Salerno, Joe",200,200,0,Candidate (D-NJ02),Democrat
Emerge America,200,200,0,527,Liberal
"Beydoun, Nasser",200,200,0,Candidate (D-MIS2),Democrat
"Peltola, Mary",195,195,0,Candidate (D-AK01),Democrat
"Grayson, Alan",188,188,0,Candidate (D-FL10),Democrat
"Crockett, Jasmine",180,180,0,Candidate (D-TX30),Democrat
"Kim, David",150,150,0,Candidate (D-CA34),Democrat
Fair Fight PAC,150,150,0,Carey,Liberal
"Duenas, Angelica",150,150,0,Candidate (D-CA29),Democrat
"Lee, Barbara",150,150,0,Candidate (D-CA12),Democrat
"Duckworth, Tammy",145,145,0,Candidate (D-ILS2),Democrat
Defend Freedom Inc,144,144,0,LeadPAC,Democrat
"Deford, Mac",140,140,0,Candidate (D-SC01),Democrat
"Perez, Marie Gluesenkamp",138,138,0,Candidate (D-WA03),Democrat
Midwest Values PAC,136,136,0,LeadPAC,Democrat
"Lake, Kari",130,130,0,Candidate (R-AZS2),Republican
"Johnson, Gloria",130,130,0,Candidate (D-TNS1),Democrat
"Murphy, Christopher S",126,126,0,Candidate (D-CTS1),Democrat
Black Men Vote,125,125,0,Outside Group,Liberal
"Bhalla, Ravi",125,125,0,Candidate (D-NJ08),Democrat
"Boebert, Lauren",125,125,0,Candidate (R-CO03),Republican
Our Great Task,125,125,0,Outside Group,Conservative
"Gillibrand, Kirsten",124,124,0,Candidate (D-NYS1),Democrat
Blue Senate PAC,120,120,0,LeadPAC,Democrat
"Hassan, Maggie",120,120,0,Candidate (D-NHS1),Democrat
"Van Orden, Derrick",116,116,0,Candidate (R-WI03),Republican
"Pilip, Mazi Melesa",109,109,0,Candidate (R-NY03),Republican
Libertarian National Cmte,106,106,0,Political Party,Other Party
"Bashir, Aaron",104,104,0,Candidate (R-PA02),Republican
"Deaton, John",104,104,0,Candidate (R-MAS1),Republican
"Vasquez, Gabe",104,104,0,Candidate (D-NM02),Democrat
"Sykes, Emilia",104,104,0,Candidate (D-OH13),Democrat
"Golden, Jared",102,102,0,Candidate (D-ME02),Democrat
"Suozzi, Tom",100,100,0,Candidate (D-NY03),Democrat
"Johnson, Ron",100,100,0,Candidate (R-WIS2),Republican
"Siddiqi, Imraan",100,100,0,Candidate (D-WA08),Democrat
"Ahmad, Mahnoor",100,100,0,Candidate (D-IL06),Democrat
"Vartan Iii, Gregory",100,100,0,Candidate (D-NJ07),Democrat
"Davey, Michael",100,100,0,Candidate (D-FL27),Democrat
"Evans, Dwight",100,100,0,Candidate (D-PA03),Democrat
"Figures, Shomari",100,100,0,Candidate (D-AL02),Democrat
"Manchin, Joe",100,100,0,Candidate (D-WVS1),Democrat
"Jackson, Ronny",100,100,0,Candidate (R-TX13),Republican
"Gray, Adam",100,100,0,Candidate (D-CA13),Democrat
"Powell, Rhonda",100,100,0,Candidate (D-MI10),Democrat
"Zinke, Ryan",100,100,0,Candidate (R-MT01),Republican
"Caraveo, Yadira",100,100,0,Candidate (D-CO08),Democrat
"Bank, Bernadine",100,100,0,Candidate (D-WA05),Democrat
"Johnson, Julie",100,100,0,Candidate (D-TX32),Democrat
"Dahan, Liz",100,100,0,Candidate (D-FL13),Democrat
New York Republican Federal Campaign Cmte,94,94,0,Political Party,Republican
"Hamadeh, Abraham",93,93,0,Candidate (R-AZ08),Republican
"Moskowitz, Jared",90,90,0,Candidate (D-FL23),Democrat
"Schumer, Charles E",76,76,0,Candidate (D-NYS2),Democrat
"Nouri, Preston",75,75,0,Candidate (D-PA16),Democrat
"Phillips, Dean",75,75,0,Candidate (D-MN03),Democrat
"Calvarese, Trisha",70,70,0,Candidate (D-CO04),Democrat
End Citizens United,70,70,0,PAC,No View
"Brown, Sam",68,68,0,Candidate (R-NVS1),Republican
"Britt, Katie Boyd",67,67,0,Candidate (R-ALS2),Republican
"Shrewsbury, Zachary",65,65,0,Candidate (D-WVS1),Democrat
"Crane, Eli",63,63,0,Candidate (R-AZ02),Republican
"Garvey, Steve",63,63,0,Candidate (R-CAS2),Republican
"Pugh, Pamela",60,60,0,Candidate (D-MI08),Democrat
Elect Dems Now PAC,60,60,0,LeadPAC,Democrat
El Sueno Americano,56,56,0,Carey,Republican
