Recipient,Total,From Individuals,From Organization,Recipient Type,View
"Murphy, Greg",3600,100,3500,Candidate (R-NC03),Republican
"Hern, Kevin",3500,0,3500,Candidate (R-OK01),Republican
"Miller-Meeks, Mariannette",3500,0,3500,Candidate (R-IA01),Republican
"Griffith, Morgan",3500,0,3500,Candidate (R-VA09),Republican
"Cammack, Kat",3500,0,3500,Candidate (R-FL03),Republican
"Carey, Mike",3500,0,3500,Candidate (R-OH15),Republican
"Miller, Carol",3500,0,3500,Candidate (R-WV01),Republican
Carolina Victory Fund,3300,3300,0,LeadPAC,Democrat
"Sherrill, Mikie",3250,1250,2000,Candidate (D-NJ11),Democrat
"Davids, Sharice",3175,3175,0,Candidate (D-KS03),Democrat
"Allred, Colin",3174,3174,0,Candidate (D-TX32),Democrat
"LaHood, Darin",3000,0,3000,Candidate (R-IL16),Republican
Oorah! PAC,3000,0,3000,LeadPAC,Republican
"Curtis, John",3000,0,3000,Candidate (R-UT03),Republican
"Peltola, Mary",2888,2888,0,Candidate (D-AK01),Democrat
"Crenshaw, Dan",2665,665,2000,Candidate (R-TX02),Republican
New Millennium PAC,2500,0,2500,LeadPAC,Democrat
TERRI PAC,2500,0,2500,LeadPAC,Democrat
"Wyden, Ron",2500,0,2500,Candidate (D-ORS2),Democrat
"Boyle, Brendan",2500,0,2500,Candidate (D-PA02),Democrat
First In Freedom PAC,2500,0,2500,LeadPAC,Republican
TKJ PAC,2500,0,2500,LeadPAC,Republican
"Sanchez, Linda",2500,0,2500,Candidate (D-CA38),Democrat
"Daines, Steven",2500,0,2500,Candidate (R-MTS2),Republican
"Ernst, Joni",2500,0,2500,Candidate (R-IAS2),Republican
Buddy PAC,2500,0,2500,LeadPAC,Republican
Rejoice PAC,2500,0,2500,LeadPAC,Republican
"Clyburn, James E",2500,0,2500,Candidate (D-SC06),Democrat
"Rodgers, Cathy McMorris",2500,0,2500,Candidate (R-WA05),Republican
"Van Duyne, Beth",2500,0,2500,Candidate (R-TX24),Republican
Supporting House Problem Solvers,2500,0,2500,LeadPAC,Democrat
Together Holding Our Majority PAC,2500,0,2500,LeadPAC,Republican
"Eshoo, Anna",2500,0,2500,Candidate (D-CA16),Democrat
"Coons, Chris",2500,0,2500,Candidate (D-DES2),Democrat
"Armstrong, Kelly",2500,0,2500,Candidate (R-ND01),Republican
"Kilmer, Derek",2500,0,2500,Candidate (D-WA06),Democrat
"Altman, Sue",2437,2437,0,Candidate (D-NJ07),Democrat
Forward Blue,2304,2304,0,Outside Group,Liberal
"Haley, Nikki",2172,2172,0,Candidate (R-PRES),Republican
"Moulton, Seth",2026,2026,0,Candidate (D-MA06),Democrat
"Horsford, Steven",2004,4,2000,Candidate (D-NV04),Democrat
"Letlow, Julia",2000,0,2000,Candidate (R-LA05),Republican
"Kelly, Mike",2000,0,2000,Candidate (R-PA16),Republican
"Veasey, Marc",2000,0,2000,Candidate (D-TX33),Democrat
"Plaskett, Stacey",2000,2000,0,Candidate (D-VI00),Democrat
"Correa, Lou",2000,0,2000,Candidate (D-CA46),Democrat
"Bilirakis, Gus",2000,0,2000,Candidate (R-FL12),Republican
"Smucker, Lloyd",2000,0,2000,Candidate (R-PA11),Republican
"Houlahan, Chrissy",2000,0,2000,Candidate (D-PA06),Democrat
"Dean, Madeleine",2000,0,2000,Candidate (D-PA04),Democrat
"Tenney, Claudia",2000,0,2000,Candidate (R-NY24),Republican
"Malliotakis, Nicole",2000,0,2000,Candidate (R-NY11),Republican
"Pfluger, August",2000,0,2000,Candidate (R-TX11),Republican
"Clarke, Yvette",2000,0,2000,Candidate (D-NY09),Democrat
"Barragan, Nanette",2000,0,2000,Candidate (D-CA44),Democrat
"Moore, Blake",2000,0,2000,Candidate (R-UT01),Republican
"Schweikert, David",2000,0,2000,Candidate (R-AZ01),Republican
"Buchanan, Vernon",2000,0,2000,Candidate (R-FL16),Republican
"Steel, Michelle",2000,0,2000,Candidate (R-CA45),Republican
"Mucarsel-Powell, Debbie",1863,1863,0,Candidate (D-FLS1),Democrat
"Caraveo, Yadira",1752,1752,0,Candidate (D-CO08),Democrat
Democratic Party of Wisconsin,1641,1641,0,Political Party,Democrat
"Slotkin, Elissa",1614,1614,0,Candidate (D-MI07),Democrat
"Vindman, Yevgeny 'Eugene'",1612,1612,0,Candidate (D-VA07),Democrat
Lank PAC,1500,0,1500,LeadPAC,Republican
"Bentz, Cliff",1500,0,1500,Candidate (R-OR02),Republican
"Wild, Susan",1433,1433,0,Candidate (D-PA07),Democrat
"Booker, Cory",1425,1425,0,Candidate (D-NJS2),Democrat
"Salinas, Andrea",1252,252,1000,Candidate (D-OR06),Democrat
"Hayes, Jahana",1252,1252,0,Candidate (D-CT05),Democrat
"Perez, Marie Gluesenkamp",1250,1250,0,Candidate (D-WA03),Democrat
"Kim, Young",1200,200,1000,Candidate (R-CA40),Republican
"Kunce, Lucas",1185,1185,0,Candidate (D-MOS2),Democrat
"Pelosi, Nancy",1140,1140,0,Candidate (D-CA11),Democrat
"Agwan, Pervez",1127,1127,0,Candidate (D-TX07),Democrat
"James, John",1075,75,1000,Candidate (R-MI10),Republican
"Cruz, Ted",1071,1071,0,Candidate (R-TXS2),Republican
"Rochester, Lisa Blunt",1051,51,1000,Candidate (D-DE01),Democrat
"Conaway, Herb",1040,1040,0,Candidate (D-NJ03),Democrat
"Whitesides, George",1020,1020,0,Candidate (D-CA27),Democrat
"Beyer, Don",1017,17,1000,Candidate (D-VA08),Democrat
"Pascrell, Bill Jr",1010,10,1000,Candidate (D-NJ09),Democrat
"Cotter Smasal, Missy",1002,1002,0,Candidate (D-VA02),Democrat
"Lesko, Debbie",1000,0,1000,Candidate (R-AZ08),Republican
"Lankford, James",1000,0,1000,Candidate (R-OKS1),Republican
"Cardenas, Tony",1000,0,1000,Candidate (D-CA29),Democrat
"Moran, Jerry",1000,0,1000,Candidate (R-KSS2),Republican
"Johnson, Dusty",1000,0,1000,Candidate (R-SD01),Republican
Continuing America's Strength & Security,1000,0,1000,LeadPAC,Republican
"Lee, Barbara",1000,1000,0,Candidate (D-CA12),Democrat
"Rogers, Mike",1000,1000,0,Candidate (R-MIS2),Republican
"Heinrich, Martin",1000,0,1000,Candidate (D-NMS1),Democrat
"Johnson, Bill",1000,0,1000,Candidate (R-OH06),Republican
"Payne, Donald M Jr",1000,0,1000,Candidate (D-NJ10),Democrat
"Rounds, Mike",1000,0,1000,Candidate (R-SDS2),Republican
"Fischbach, Michelle",1000,0,1000,Candidate (R-MN07),Republican
"Lofgren, Zoe",1000,1000,0,Candidate (D-CA18),Democrat
"Yakym, Rudy",1000,0,1000,Candidate (R-IN02),Republican
"Thompson, Mike",1000,0,1000,Candidate (D-CA04),Democrat
"Bera, Ami",1000,0,1000,Candidate (D-CA06),Democrat
"Evans, Dwight",1000,0,1000,Candidate (D-PA03),Democrat
"Pence, Greg",1000,0,1000,Candidate (R-IN06),Republican
"Goroff, Nancy",1000,1000,0,Candidate (D-NY01),Democrat
People In Rural Areas Transform Elections PAC,1000,0,1000,LeadPAC,Democrat
"Fitzpatrick, Brian",1000,0,1000,Candidate (R-PA01),Republican
"Gomez, Jimmy",1000,0,1000,Candidate (D-CA34),Democrat
Lead Encourage Elect PAC,1000,0,1000,LeadPAC,Republican
"Pallone, Frank Jr",1000,0,1000,Candidate (D-NJ06),Democrat
"Banks, Jim",1000,0,1000,Candidate (R-IN03),Republican
"Burchett, Tim",1000,1000,0,Candidate (R-TN02),Republican
"Sanders, Bernie",903,903,0,Candidate (I-VTS1),Independent
Fair Fight PAC,900,900,0,Carey,Liberal
"Tlaib, Rashida",796,796,0,Candidate (D-MI12),Democrat
"Alsobrooks, Angela",789,789,0,Candidate (D-MDS1),Democrat
"Mannion, John",773,773,0,Candidate (D-NY22),Democrat
"Kelly, Mark",755,755,0,Candidate (D-AZS1),Democrat
"Sykes, Emilia",752,752,0,Candidate (D-OH13),Democrat
"Sheehy, Tim",707,707,0,Candidate (R-MTS1),Republican
PAC to the Future,682,682,0,LeadPAC,Democrat
"Jeffries, Hakeem",598,598,0,Candidate (D-NY08),Democrat
"Porter, Katie",596,596,0,Candidate (D-CA47),Democrat
Newport Harbor Republican Women,591,591,0,527,Conservative
"Frisch, Adam",527,527,0,Candidate (D-CO03),Democrat
"Min, Dave",512,512,0,Candidate (D-CA47),Democrat
"Williamson, Marianne",501,501,0,Candidate (D-PRES),Democrat
"Davis, Wendy",500,500,0,Candidate (R-IN03),Republican
"Ocasio-Cortez, Alexandria",497,497,0,Candidate (D-NY14),Democrat
Save America,464,464,0,LeadPAC,Republican
"Murphy, Christopher S",380,380,0,Candidate (D-CTS1),Democrat
"Christie, Chris",377,377,0,Candidate (R-PRES),Republican
Gay & Lesbian Victory Fund,373,373,0,527,Liberal
Democratic Party of North Carolina,366,366,0,Political Party,Democrat
"Nez, Jonathan",360,360,0,Candidate (D-AZ02),Democrat
"Lubin, Rob",360,360,0,Candidate (D-NY02),Democrat
Democratic Executive Cmte of Florida,336,336,0,Political Party,Democrat
"Kennedy, John",305,305,0,Candidate (R-LAS2),Republican
"Lake, Kari",301,301,0,Candidate (R-AZS2),Republican
"Warnock, Raphael",300,300,0,Candidate (D-GAS2),Democrat
"Dixon, Peter",300,300,0,Candidate (D-CA16),Democrat
"Xu, Kenneth",300,300,0,Candidate (R-NC13),Republican
"Bhalla, Ravi",300,300,0,Candidate (D-NJ08),Democrat
"Fetterman, John",299,299,0,Candidate (D-PAS1),Democrat
"Landsman, Greg",297,297,0,Candidate (D-OH01),Democrat
"Collier, Matt",275,275,0,Candidate (D-MI08),Democrat
"Sorensen, Eric",269,269,0,Candidate (D-IL17),Democrat
"Lee, Susie",256,256,0,Candidate (D-NV03),Democrat
"DeSantis, Ron",253,253,0,Candidate (R-PRES),Republican
"Vasquez, Gabe",252,252,0,Candidate (D-NM02),Democrat
"Ryan, Pat",252,252,0,Candidate (D-NY18),Democrat
"Fong, Vince",250,250,0,Candidate (R-CA20),Republican
Activate America,250,250,0,Outside Group,Liberal
"Pappas, Chris",250,250,0,Candidate (D-NH01),Democrat
CAPA21,250,250,0,Carey,Liberal
"McBride, Sarah",250,250,0,Candidate (D-DE01),Democrat
Moveon.org,250,250,0,Carey,Liberal
"Omar, Ilhan",250,250,0,Candidate (D-MN05),Democrat
AmeriPAC: The Fund for a Greater America,243,243,0,LeadPAC,Democrat
"Bush, Cori",239,239,0,Candidate (D-MO01),Democrat
"Ramaswamy, Vivek",239,239,0,Candidate (R-PRES),Republican
Campaign for Democracy PAC,228,228,0,Carey,Democrat
"Ehasz, Ashley",223,223,0,Candidate (D-PA01),Democrat
Stand for America PAC,210,210,0,LeadPAC,Republican
"Deaton, John",208,208,0,Candidate (R-MAS1),Republican
"Klobuchar, Amy",208,208,0,Candidate (D-MNS2),Democrat
"Mackenzie, Ryan",208,208,0,Candidate (R-PA07),Republican
"Lee, Summer",206,206,0,Candidate (D-PA12),Democrat
Blue Senate PAC,200,200,0,LeadPAC,Democrat
"Lyerly, Kristin",200,200,0,Candidate (D-WI08),Democrat
"Jayapal, Pramila",200,200,0,Candidate (D-WA07),Democrat
"Trahan, Lori",200,200,0,Candidate (D-MA03),Democrat
"De La Cruz, Monica",200,200,0,Candidate (R-TX15),Republican
"Domenici, Nella Louise",185,185,0,Candidate (R-NMS1),Republican
"Williams, Lily Tang",178,178,0,Candidate (R-NH02),Republican
"Justice, Jim",177,177,0,Candidate (R-WVS1),Republican
Democratic Party of Tennessee,160,160,0,Political Party,Democrat
Democratic Party of Nevada,160,160,0,Political Party,Democrat
"Bowman, Jamaal",160,160,0,Candidate (D-NY16),Democrat
Massachusetts Democratic State Cmte,155,155,0,Political Party,Democrat
Democrats 2024,155,155,0,Outside Group,Liberal
"Lieu, Ted",150,150,0,Candidate (D-CA36),Democrat
Agenda PAC,140,140,0,Outside Group,Liberal
Republican Party of Iowa,136,136,0,Political Party,Republican
Fight Like Hell PAC,125,125,0,Carey,Democrat
"Frost, Maxwell",123,123,0,Candidate (D-FL10),Democrat
Senate Majority PAC,105,105,0,Outside Group,Liberal
"Boebert, Lauren",105,105,0,Candidate (R-CO03),Republican
"Dunn, Harry",103,103,0,Candidate (D-MD03),Democrat
"Rollins, Will",103,103,0,Candidate (D-CA41),Democrat
DLCC PAC,101,101,0,Political Party,Democrat
"Harris, Shawn",100,100,0,Candidate (D-GA14),Democrat
"Cohn, Joseph",100,100,0,Candidate (D-NJ03),Democrat
"Khairullah, Mohamed",100,100,0,Candidate (D-NJ09),Democrat
Champion American Values,100,100,0,Carey,Republican
"Beydoun, Nasser",100,100,0,Candidate (D-MIS2),Democrat
"Siddiqi, Imraan",100,100,0,Candidate (D-WA08),Democrat
EDF Action Votes,100,100,0,Outside Group,Bipartisan
Our Great Task,100,100,0,Outside Group,Conservative
"Cooke, Rebecca",100,100,0,Candidate (D-WI03),Democrat
"Stockton, James",100,100,0,Candidate (D-FL06),Democrat
"Vartan Iii, Gregory",100,100,0,Candidate (D-NJ07),Democrat
"Barr, Callie",100,100,0,Candidate (D-MI01),Democrat
Gateway to Leadership PAC,100,100,0,Carey,Democrat
Early Vote Action PAC,100,100,0,Outside Group,Conservative
"Craig, Angie",99,99,0,Candidate (D-MN02),Democrat
Everytown for Gun Safety Victory Fund,90,90,0,Outside Group,Liberal
"Hutchinson, W. Asa",86,86,0,Candidate (R-PRES),Republican
"Engel, Kirsten",85,85,0,Candidate (D-AZ06),Democrat
"Teirab, Joe",85,85,0,Candidate (R-MN02),Republican
"Ratevosian, Jirair",80,80,0,Candidate (D-CA30),Democrat
The Lincoln Project,80,80,0,Carey,Liberal
"Ehr, Phil",75,75,0,Candidate (D-FL28),Democrat
"Greene, Marjorie Taylor",75,75,0,Candidate (R-GA14),Republican
"O'brien, Michael",75,75,0,Candidate (D-PA10),Democrat
"Martin, Isaiah",75,75,0,Candidate (D-TX18),Democrat
Medicare for All PAC,70,70,0,LeadPAC,Democrat
"Gleich, Caroline",70,70,0,Candidate (D-UTS1),Democrat
"Fernandez, Teresa Leger",67,67,0,Candidate (D-NM03),Democrat
"Garamendi, John",67,67,0,Candidate (D-CA08),Democrat
"Abid, Zerqa",65,65,0,Candidate (D-OH15),Democrat
"Rush, Carolyn",60,60,0,Candidate (D-NJ02),Democrat
"Hammer, Trygve",60,60,0,Candidate (D-ND01),Democrat
Democratic Party of California,50,50,0,Political Party,Democrat
"Warren, Elizabeth",50,50,0,Candidate (D-MAS1),Democrat
"Garcia, Robert",50,50,0,Candidate (D-CA42),Democrat
"Signorello, Joseph",50,50,0,Candidate (D-NJS1),Democrat
"Durbin, Dick",50,50,0,Candidate (D-ILS1),Democrat
"Hawley, Josh",50,50,0,Candidate (R-MOS2),Republican
"Pugh, Pamela",50,50,0,Candidate (D-MI08),Democrat
"Johnson, Gloria",50,50,0,Candidate (D-TNS1),Democrat
"Jayapal, Susheela",50,50,0,Candidate (D-OR03),Democrat
"Foushee, Valerie",50,50,0,Candidate (D-NC04),Democrat
"Shankland, Katrina",50,50,0,Candidate (D-WI03),Democrat
"Fox, Whitney",50,50,0,Candidate (D-FL13),Democrat
Democratic Party of Arizona,50,50,0,Political Party,Democrat
"Pence, Mike",50,50,0,Candidate (R-PRES),Republican
"Uygur, Cenk",50,50,0,Candidate (D-PRES),Democrat
Truth to Power,45,45,0,LeadPAC,Democrat
"Raskin, Jamie",45,45,0,Candidate (D-MD08),Democrat
"Rashid, Qasim",41,41,0,Candidate (D-IL11),Democrat
"Nguyen, Kim",40,40,0,Candidate (D-CA45),Democrat
"Vote Local, Vote Blue",35,35,0,Outside Group,Liberal
"Stefanik, Elise",35,35,0,Candidate (R-NY21),Republican
November Coalition,35,35,0,Outside Group,Liberal
"Masto, Catherine Cortez",33,33,0,Candidate (D-NVS2),Democrat
Elect Dems Now PAC,33,33,0,LeadPAC,Democrat
"Elder, Larry",31,31,0,Candidate (R-PRES),Republican
"Whitehouse, Sheldon",30,30,0,Candidate (D-RIS1),Democrat
"Kaplan, Anna",30,30,0,Candidate (D-NY03),Democrat
"Zinke, Ryan",26,26,0,Candidate (R-MT01),Republican
Retired Americans PAC,25,25,0,Outside Group,Liberal
"Luttrell, Morgan",25,25,0,Candidate (R-TX08),Republican
"McCormick, Dave",25,25,0,Candidate (R-PAS2),Republican
"Wilson, Tamie",25,25,0,Candidate (D-OH04),Democrat
National Democrats PAC,25,25,0,Outside Group,Liberal
"Hubbard, Chuck",25,25,0,Candidate (D-NC05),Democrat
Powered By People,25,25,0,Carey,Democrat
"Sites, Jeffrey",25,25,0,Candidate (D-OH04),Democrat
"Schrier, Kim",25,25,0,Candidate (D-WA08),Democrat
"Ossoff, Jon",24,24,0,Candidate (D-GAS1),Democrat
"Valimont, Gay",24,24,0,Candidate (D-FL01),Democrat
"Pilip, Mazi Melesa",20,20,0,Candidate (R-NY03),Republican
"Scott, Tim",20,20,0,Candidate (R-SCS1),Republican
"Burrows, John",20,20,0,Candidate (D-CA20),Democrat
"Grayson, Alan",20,20,0,Candidate (D-FL10),Democrat
Moms Fed Up PAC,18,18,0,LeadPAC,Democrat
"Cartwright, Matt",18,18,0,Candidate (D-PA08),Democrat
"Levin, Mike",17,17,0,Candidate (D-CA49),Democrat
Michigan Democratic State Central Cmte,17,17,0,Political Party,Democrat
"Foster, Bill",17,17,0,Candidate (D-IL11),Democrat
"Harder, Josh",17,17,0,Candidate (D-CA09),Democrat
Democratic Party of Pennsylvania,17,17,0,Political Party,Democrat
"Cox, Amy",17,17,0,Candidate (D-OH10),Democrat
"Suozzi, Tom",13,13,0,Candidate (D-NY03),Democrat
"Hertel, Curtis",12,12,0,Candidate (D-MI07),Democrat
"Gray, Adam",12,12,0,Candidate (D-CA13),Democrat
"Elliott, Glenn Frederick Jr.",12,12,0,Candidate (D-WVS1),Democrat
"Christian, Jerrad",10,10,0,Candidate (D-OH12),Democrat
"Calvarese, Trisha",10,10,0,Candidate (D-CO04),Democrat
"Swartz, Jessica",10,10,0,Candidate (D-MI04),Democrat
"Pinkins, Ty",10,10,0,Candidate (D-MSS2),Democrat
"Jones, Mondaire",10,10,0,Candidate (D-NY17),Democrat
"Miller, Adam Clay",10,10,0,Candidate (D-OH15),Democrat
"Padora, John",10,10,0,Candidate (D-CO04),Democrat
"Gutierrez, Roland",10,10,0,Candidate (D-TXS2),Democrat
"Osborn, Dan",10,10,0,Candidate (I-NES1),Independent
"Tran, Derek",9,9,0,Candidate (D-CA45),Democrat
"Salas, Rudy",9,9,0,Candidate (D-CA22),Democrat
"Riley, Josh",7,7,0,Candidate (D-NY19),Democrat
"Ramirez, Delia",6,6,0,Candidate (D-IL03),Democrat
"Krishnamoorthi, Raja",5,5,0,Candidate (D-IL08),Democrat
Retired Dems 2024,5,5,0,Outside Group,Liberal
"Breslin, Karen",5,5,0,Candidate (D-CO04),Democrat
Rooted in Community Leadership PAC,4,4,0,LeadPAC,Democrat
"Morse, Jessica",3,3,0,Candidate (D-CA03),Democrat
"Kerr, Joseph",3,3,0,Candidate (D-CA40),Democrat
"Stelson, Janelle",2,2,0,Candidate (D-PA10),Democrat
"Deluzio, Christopher",2,2,0,Candidate (D-PA17),Democrat
"Vallejo, Michelle",2,2,0,Candidate (D-TX15),Democrat
"Avlon, John",2,2,0,Candidate (D-NY01),Democrat
"Kaptur, Marcy",2,2,0,Candidate (D-OH09),Democrat
"Gonzalez, Vicente",2,2,0,Candidate (D-TX34),Democrat
"Baccam, Lanon",2,2,0,Candidate (D-IA03),Democrat
"Craighill-Middleton, Anduin",2,2,0,Candidate (D-NC06),Democrat
"Vargas, Tony",2,2,0,Candidate (D-NE02),Democrat
"Gillen, Laura",2,2,0,Candidate (D-NY04),Democrat
"Mrvan, Frank Jr",2,2,0,Candidate (D-IN01),Democrat
"Tranel, Monica",2,2,0,Candidate (D-MT01),Democrat
"Bohannan, Christina",2,2,0,Candidate (D-IA01),Democrat
"Bynum, Janelle",2,2,0,Candidate (D-OR05),Democrat
"Mcdonald Rivet, Kristen",2,2,0,Candidate (D-MI08),Democrat
"Suarez, Francis X.",1,1,0,Candidate (R-PRES),Republican
Defend Freedom Inc,1,1,0,LeadPAC,Democrat
Freedom for the People PAC,0,0,0,Outside Group,Liberal
"McCaul, Michael",-1000,0,-1000,Candidate (R-TX10),Republican
"Sasse, Ben",-2500,0,-2500,Candidate (R-NES2),Republican
